ID,Person_ID,Age,Mar_Stat,INC,Female,H8,Eth,Highest Ed
18663,3,19,Never married,3500,0,0,White,Some HE
18850,1,30,Never married,55000,0,0,Hispanic,Masters or higher 
18873,1,53,married,55000,0,0,White,Some HE
18873,2,44,married,7000,1,0,White,Secondary School
18873,3,20,Never married,0,0,0,White,Secondary School
18873,4,15,Never married,0,0,0,White,Less than Secondary School
18882,1,52,Never married,13200,0,0,White,Secondary School
18910,1,43,Widowed,33000,1,0,White,Some HE
18910,2,16,Never married,12100,0,0,White,Less than Secondary School
19097,1,31,married,6000,1,0,White,Secondary School
19097,2,36,married,68000,0,0,White,Some HE
19097,3,8,NA,NA,1,0,White,Less than Secondary School
19097,4,8,NA,NA,1,0,White,Less than Secondary School
19097,5,5,NA,NA,0,0,White,Less than Secondary School
19097,6,1,NA,NA,1,0,White,NA
19131,1,42,married,25000,0,0,White,Masters or higher 
19131,2,44,married,10000,1,0,White,Secondary School
19183,1,46,married,17100,0,0,White,Less than Secondary School
19183,2,47,married,5400,1,0,White,Less than Secondary School
19183,3,18,married,0,1,0,White,Less than Secondary School
19183,4,24,married,37300,0,0,White,Secondary School
19455,1,55,Divorced,17100,1,0,White,Some HE
19455,2,46,Widowed,85004,0,0,White,Some HE
19538,1,75,Widowed,7180,1,0,Black,Less than Secondary School
19538,2,55,Divorced,2600,0,0,Black,Less than Secondary School
19538,3,55,Separated,20800,0,0,Black,Less than Secondary School
19538,4,69,Divorced,95500,0,0,Black,Bachelors Degree
19775,1,40,Divorced,2620,1,0,Black,Less than Secondary School
19775,2,12,NA,NA,0,0,Black,Less than Secondary School
19932,1,85,Never married,17100,0,0,Black,Less than Secondary School
19932,2,71,Widowed,11500,1,0,Black,Less than Secondary School
20146,1,33,married,146500,0,0,White,Bachelors Degree
20146,2,32,married,0,1,0,White,Bachelors Degree
20146,3,5,NA,NA,0,0,White,Less than Secondary School
20146,4,3,NA,NA,1,0,White,Less than Secondary School
20414,1,45,married,25000,0,0,Black,Bachelors Degree
20414,2,36,married,29000,1,0,Other,Masters or higher 
20414,3,18,Never married,9000,0,0,Black,Less than Secondary School
20414,4,14,NA,NA,1,0,Other,Less than Secondary School
20414,5,13,NA,NA,1,0,Other,Less than Secondary School
20414,6,6,NA,NA,0,0,Other,Less than Secondary School
20586,1,40,Divorced,40000,0,0,White,Some HE
20586,2,29,Widowed,16000,1,0,White,Secondary School
20586,3,11,NA,NA,0,0,White,Less than Secondary School
20586,4,10,NA,NA,1,0,White,Less than Secondary School
20598,1,67,Widowed,58000,1,0,White,Secondary School
20692,1,40,Divorced,35000,1,1,Asian,Bachelors Degree
20898,1,46,Divorced,64200,0,0,White,Masters or higher 
20898,2,39,Divorced,41300,1,0,Hispanic,Bachelors Degree
20906,1,36,married,36720,0,0,White,Some HE
20906,2,37,married,7350,1,0,White,Bachelors Degree
20906,3,6,NA,NA,1,0,White,Less than Secondary School
20906,4,1,NA,NA,0,0,White,NA
20962,1,61,Divorced,34800,0,0,White,Bachelors Degree
20966,1,61,Divorced,10100,1,0,White,Some HE
21115,1,32,Never married,6000,0,0,Black,Secondary School
21244,1,27,married,40000,0,0,White,Some HE
21244,2,23,married,43000,1,0,White,Some HE
21273,1,36,married,47500,0,1,Asian,Some HE
21273,2,28,married,0,1,1,Asian,Some HE
21273,3,1,NA,NA,1,1,Asian,NA
21273,4,0,NA,NA,0,1,Asian,NA
21353,1,28,married,40000,0,0,White,Some HE
21353,2,26,married,0,1,0,White,Some HE
21353,3,1,NA,NA,0,0,White,NA
21383,1,73,Widowed,28000,1,0,White,Less than Secondary School
21458,1,71,Divorced,26900,1,0,White,Secondary School
21557,1,25,Never married,29900,0,0,Black,Bachelors Degree
21829,1,53,married,320370,0,0,White,Masters or higher 
21829,2,54,married,27000,1,0,White,Bachelors Degree
21829,3,26,Never married,20000,0,0,White,Some HE
21830,1,68,married,12450,0,0,White,Bachelors Degree
21830,2,70,married,15000,1,0,White,Bachelors Degree
21855,1,32,Never married,40000,0,0,White,Some HE
21916,1,64,married,49100,0,0,White,Bachelors Degree
21916,2,63,married,11400,1,0,White,Bachelors Degree
22365,1,34,married,21000,0,0,White,Some HE
22365,2,34,married,22000,1,0,White,Some HE
22414,1,21,Never married,10000,1,0,Black,Secondary School
22593,1,31,married,34550,0,0,Black,Bachelors Degree
22593,2,29,married,0,1,0,Hispanic,Some HE
22593,3,3,NA,NA,1,0,Other,Less than Secondary School
22593,4,0,NA,NA,1,0,Other,NA
22803,1,63,Divorced,38000,0,0,White,Some HE
22899,1,56,married,130000,0,0,White,Some HE
22899,2,46,married,22800,1,0,White,Less than Secondary School
22965,1,26,Divorced,13000,0,0,White,Secondary School
23037,1,49,married,24120,0,0,White,Secondary School
23037,2,55,married,26790,1,0,White,Secondary School
23040,1,42,married,151000,0,0,White,Bachelors Degree
23040,2,41,married,1000,1,0,White,Bachelors Degree
23040,3,14,NA,NA,0,0,White,Less than Secondary School
23040,4,8,NA,NA,0,0,White,Less than Secondary School
23040,5,7,NA,NA,1,0,White,Less than Secondary School
23219,1,45,married,90000,1,0,White,Masters or higher 
23219,2,53,married,0,0,0,White,Some HE
23372,1,62,Widowed,14700,1,0,White,Masters or higher 
23515,1,39,married,47500,0,0,White,Bachelors Degree
23515,2,36,married,12000,1,0,White,Some HE
23515,3,11,NA,NA,1,0,White,Less than Secondary School
23515,4,8,NA,NA,1,0,White,Less than Secondary School
23520,1,72,married,17000,0,0,White,Secondary School
23520,2,63,married,33600,1,0,White,Masters or higher 
23526,1,77,married,131020,0,0,White,Less than Secondary School
23526,2,77,married,6600,1,0,White,Less than Secondary School
23579,1,37,married,50000,0,0,White,Secondary School
23579,2,35,married,1300,1,0,White,Some HE
23579,3,19,Never married,7000,1,0,White,Less than Secondary School
23579,4,12,NA,NA,0,0,White,Less than Secondary School
23658,1,24,married,33100,0,1,Asian,Secondary School
23658,2,23,married,0,1,0,White,Secondary School
23658,3,2,NA,NA,0,0,White,NA
23658,4,0,NA,NA,1,0,White,NA
24102,1,54,Widowed,34330,1,0,White,Less than Secondary School
24141,1,49,married,20300,0,0,White,Bachelors Degree
24141,2,49,married,46500,1,0,White,Bachelors Degree
24196,1,68,Widowed,11500,1,0,White,Secondary School
24224,1,77,married,17000,0,0,White,Some HE
24224,2,72,married,4600,1,0,White,Secondary School
24407,1,40,married,36000,0,0,White,Some HE
24407,2,39,married,11800,1,0,White,Some HE
24407,3,16,Never married,6100,0,0,White,Less than Secondary School
24407,4,16,Never married,0,0,0,White,Less than Secondary School
24407,5,14,NA,NA,0,0,White,Less than Secondary School
24428,1,68,married,50200,0,0,White,Masters or higher 
24428,2,82,married,16700,1,0,White,Secondary School
24435,1,40,Divorced,12000,1,0,White,Secondary School
24435,2,3,NA,NA,0,0,White,Less than Secondary School
24752,1,77,Widowed,35700,1,0,White,Secondary School
24810,1,82,married,52000,0,0,White,Masters or higher 
24810,2,73,married,4800,1,0,White,Some HE
24822,1,55,Divorced,8700,0,0,Black,Less than Secondary School
24859,1,44,married,28000,0,0,White,Some HE
24859,2,40,married,0,1,0,White,Some HE
24859,3,12,NA,NA,1,0,White,Less than Secondary School
24859,4,20,Never married,11000,1,0,White,Less than Secondary School
24859,5,50,Never married,15300,1,0,White,Some HE
24903,1,52,Widowed,53000,1,0,White,Masters or higher 
25032,1,86,married,21800,0,0,White,Secondary School
25032,2,71,married,0,1,0,White,Secondary School
25196,1,40,Divorced,7180,1,0,White,Secondary School
25196,2,20,Never married,300,1,0,White,Less than Secondary School
25196,3,1,NA,NA,0,0,White,NA
25210,1,34,married,6870,0,0,White,Bachelors Degree
25210,2,54,married,0,1,0,White,Bachelors Degree
25210,3,10,NA,NA,1,0,White,Less than Secondary School
25210,4,30,Widowed,20000,0,0,White,Less than Secondary School
25243,1,37,Separated,21000,0,0,Black,Less than Secondary School
25243,2,12,NA,NA,0,0,Black,Less than Secondary School
25243,3,9,NA,NA,0,0,Black,Less than Secondary School
25287,1,87,married,122800,0,0,White,Less than Secondary School
25287,2,54,Divorced,12000,1,0,White,Secondary School
25287,3,33,Divorced,31000,0,0,White,Secondary School
25287,4,93,Never married,15800,0,0,White,Bachelors Degree
25287,5,50,Never married,3000,0,0,White,Secondary School
25299,1,37,married,18000,0,1,Asian,Less than Secondary School
25299,2,33,married,9000,1,1,Asian,Less than Secondary School
25299,3,15,Never married,0,0,1,Asian,Less than Secondary School
25299,4,14,NA,NA,0,1,Asian,Less than Secondary School
25299,5,10,NA,NA,1,1,Asian,Less than Secondary School
25299,6,7,NA,NA,0,1,Asian,Less than Secondary School
25299,7,3,NA,NA,1,1,Asian,Less than Secondary School
25598,1,81,married,9400,0,0,White,Secondary School
25598,2,74,married,27600,1,0,White,Secondary School
25598,3,44,Separated,30300,0,0,White,Some HE
25598,4,42,Divorced,21200,0,0,White,Secondary School
25609,1,38,married,32000,0,0,White,Secondary School
25609,2,36,married,1600,1,0,White,Secondary School
25609,3,3,NA,NA,1,0,White,Less than Secondary School
25622,1,63,married,69500,0,0,White,Masters or higher 
25622,2,62,married,14100,1,0,White,Some HE
25761,1,38,married,28000,0,0,White,Some HE
25761,2,39,married,0,1,0,White,Some HE
25762,1,76,Widowed,5200,1,0,White,Secondary School
25898,1,85,Never married,57900,1,0,White,Bachelors Degree
25941,1,30,Never married,0,1,0,Black,Some HE
25941,2,5,NA,NA,1,0,Black,Less than Secondary School
26149,1,53,married,32000,0,0,White,Secondary School
26149,2,52,married,25000,1,0,White,Some HE
26256,1,51,Divorced,71700,1,0,White,Some HE
26262,1,93,Widowed,29000,1,0,White,Less than Secondary School
26346,1,67,Widowed,25000,0,0,White,Secondary School
26346,2,34,Never married,25000,0,0,White,Secondary School
26440,1,75,married,21400,0,0,White,Secondary School
26440,2,79,married,0,1,0,White,Secondary School
26440,3,47,Never married,20800,0,0,White,Less than Secondary School
26442,1,66,married,23500,0,0,White,Secondary School
